,Sub_IForest,POLY,MatrixProfile,KShapeAD,SAND,Sub_PCA,CNN,Sub_HBOS,TranAD,OmniAnomaly,USAD,TimesFM,Sub_LOF,SR,Sub_KNN,Sub_OCSVM,KMeansAD_U,AutoEncoder,TimesNet,AnomalyTransformer,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21
003_NAB_id_3_WebService_tr_1362_1st_1462_10,0.1376367225817991,0.2635383259039217,0.0940199931144842,0.0774132696318206,0.0937313025529515,0.1908643651160666,0.122608231935763,0.1411671756770284,0.1169159722232223,0.130472652021299,0.3959671100223529,0.1140388702892156,0.1059226964814171,0.1062523724493495,0.1938577977236641,0.2029671797491592,0.0764237876278091,0.1218224558627055,0.1445640514643589,0.0987044500471572,0.5565774305476199,0.04628916951231701,0.9074619526733039,2.0,0.01820982270621265,0.4019598415363927,0.4056695992179863,12.0,0.03626543209876544,2.0,0.06438361578772292,1.0,0.03571428571428571,0.251953125,-0.04296875,0.45406569449624185,4.0,1.1641876776782993,0.8541666666666666,0.125,0.8713010875191016,0.957999807070435
003_NAB_id_3_WebService_tr_1362_1st_1462_11,0.1376367225817991,0.2635383259039217,0.0940199931144842,0.0774132696318206,0.0937313025529515,0.1908643651160666,0.122608231935763,0.1411671756770284,0.1169159722232223,0.130472652021299,0.3959671100223529,0.1140388702892156,0.1059226964814171,0.1062523724493495,0.1938577977236641,0.2029671797491592,0.0764237876278091,0.1218224558627055,0.1445640514643589,0.0987044500471572,0.28496215744870357,-0.09664366107022349,0.8312944757106818,5.0,0.008584357232284606,-0.13479704406004878,0.364613880742913,9.0,0.14394727714186614,5.0,0.07546936374704497,4.0,0.03125,0.380859375,-0.0322265625,0.346842071747671,3.0,1.122267355339175,0.125,0.875,1.0369710126107616,1.0650755384217656
003_NAB_id_3_WebService_tr_1362_1st_1462_12,0.1376367225817991,0.2635383259039217,0.0940199931144842,0.0774132696318206,0.0937313025529515,0.1908643651160666,0.122608231935763,0.1411671756770284,0.1169159722232223,0.130472652021299,0.3959671100223529,0.1140388702892156,0.1059226964814171,0.1062523724493495,0.1938577977236641,0.2029671797491592,0.0764237876278091,0.1218224558627055,0.1445640514643589,0.0987044500471572,0.9163074152464171,0.23456937222462312,0.9269441075979892,4.0,0.012967697719128125,0.6854110481770713,0.3460410557184751,14.0,0.14003944773175542,6.0,0.05105236176494521,3.0,0.01282051282051282,-0.49609375,0.0947265625,0.4311524544902567,3.0,1.098084934019219,0.8125,0.7916666666666666,0.9203884727314453,1.006191767126639
003_NAB_id_3_WebService_tr_1362_1st_1462_13,0.1376367225817991,0.2635383259039217,0.0940199931144842,0.0774132696318206,0.0937313025529515,0.1908643651160666,0.122608231935763,0.1411671756770284,0.1169159722232223,0.130472652021299,0.3959671100223529,0.1140388702892156,0.1059226964814171,0.1062523724493495,0.1938577977236641,0.2029671797491592,0.0764237876278091,0.1218224558627055,0.1445640514643589,0.0987044500471572,1.787452478562371,0.78241755026773,0.9333686284693904,2.0,8.642075517743844e-06,-1.8552635230200156,0.3734115347018573,15.0,0.08230452674897121,2.0,0.02226732103362455,1.0,0.03571428571428571,0.2890625,-0.0439453125,0.35162708729659214,3.0,1.1376132013244744,0.125,0.14583333333333334,0.981747704246875,1.0964866588809303
003_NAB_id_3_WebService_tr_1362_1st_1462_14,0.1376367225817991,0.2635383259039217,0.0940199931144842,0.0774132696318206,0.0937313025529515,0.1908643651160666,0.122608231935763,0.1411671756770284,0.1169159722232223,0.130472652021299,0.3959671100223529,0.1140388702892156,0.1059226964814171,0.1062523724493495,0.1938577977236641,0.2029671797491592,0.0764237876278091,0.1218224558627055,0.1445640514643589,0.0987044500471572,0.18382108290579657,-0.16475815578963998,0.6663985356437875,1.0,0.0071048729123820015,-0.174885106966693,0.3949169110459433,5.0,0.08547750428834192,3.0,0.10293582603659059,2.0,0.125,0.037109375,0.01171875,0.26030892272170264,3.0,1.145628628395083,0.8541666666666666,0.6875,1.4726215563703124,1.1302404189748694
003_NAB_id_3_WebService_tr_1362_1st_1462_15,0.1376367225817991,0.2635383259039217,0.0940199931144842,0.0774132696318206,0.0937313025529515,0.1908643651160666,0.122608231935763,0.1411671756770284,0.1169159722232223,0.130472652021299,0.3959671100223529,0.1140388702892156,0.1059226964814171,0.1062523724493495,0.1938577977236641,0.2029671797491592,0.0764237876278091,0.1218224558627055,0.1445640514643589,0.0987044500471572,0.9281119807008723,0.24141641116496582,0.6896660262313461,1.0,0.00756425767313296,1.30664253339596,0.37927663734115347,10.0,0.14740740740740738,3.0,0.04182499349930254,2.0,0.029411764705882353,0.2138671875,-0.021484375,0.27845770847957935,3.0,1.0997625226097199,0.125,0.125,1.386718632248711,1.1044762693315908
004_NAB_id_4_Facility_tr_1007_1st_1437_0,0.3948374258269983,0.923243026970798,0.1271051130920876,0.0752055209657501,0.2963929794196002,0.4194362650746284,0.2617238280839013,0.2140191312163406,0.1572488214165929,0.1453532017651334,0.4869515155002325,0.1898841893851809,0.3231828162321364,0.2176531670362721,0.4468980331162399,0.4833472991551328,0.4227639776118367,0.2201798949290105,0.2604588897076044,0.1135109557348211,-0.17949607405908574,-0.3584791069373589,0.5353060733740999,1.0,0.06390461542801153,0.013307013469089593,0.37145650048875856,4.0,0.0025786831197861376,9.0,0.1332997396993179,3.0,1.0,-0.005859375,0.00390625,0.2965454686114066,5.0,2.174839730239528,0.125,0.875,2.1046216409792384,1.1536557410675026
004_NAB_id_4_Facility_tr_1007_1st_1437_1,0.3948374258269983,0.923243026970798,0.1271051130920876,0.0752055209657501,0.2963929794196002,0.4194362650746284,0.2617238280839013,0.2140191312163406,0.1572488214165929,0.1453532017651334,0.4869515155002325,0.1898841893851809,0.3231828162321364,0.2176531670362721,0.4468980331162399,0.4833472991551328,0.4227639776118367,0.2201798949290105,0.2604588897076044,0.1135109557348211,2.593885296158321,1.240091595186835,0.7830997699658502,2.0,8.642075517743844e-06,10.838145508264933,0.24731182795698925,5.0,0.005567023206355163,2.0,0.009655967992810852,1.0,0.14285714285714285,0.3330078125,0.052734375,0.372706062212163,6.0,2.1223952099010264,0.125,0.8541666666666666,1.4419419406125977,1.0070536556037808
004_NAB_id_4_Facility_tr_1007_1st_1437_2,0.3948374258269983,0.923243026970798,0.1271051130920876,0.0752055209657501,0.2963929794196002,0.4194362650746284,0.2617238280839013,0.2140191312163406,0.1572488214165929,0.1453532017651334,0.4869515155002325,0.1898841893851809,0.3231828162321364,0.2176531670362721,0.4468980331162399,0.4833472991551328,0.4227639776118367,0.2201798949290105,0.2604588897076044,0.1135109557348211,0.8912130650007302,0.06795046226026069,0.6481372452010635,2.0,0.0005647846874727044,-0.04246462182799207,0.8387096774193549,9.0,0.000980392156862745,2.0,0.0229912465579395,1.0,0.16666666666666666,-0.478515625,0.150390625,0.21078376219126962,6.0,2.1865132686232807,0.6875,0.6458333333333334,1.570796326795,1.1327967997787307
004_NAB_id_4_Facility_tr_1007_1st_1437_3,0.3948374258269983,0.923243026970798,0.1271051130920876,0.0752055209657501,0.2963929794196002,0.4194362650746284,0.2617238280839013,0.2140191312163406,0.1572488214165929,0.1453532017651334,0.4869515155002325,0.1898841893851809,0.3231828162321364,0.2176531670362721,0.4468980331162399,0.4833472991551328,0.4227639776118367,0.2201798949290105,0.2604588897076044,0.1135109557348211,1.6411361796908102,0.32933937265747787,0.8001216918977726,3.0,6.175834207843142e-05,10.523355940685162,0.9325513196480938,11.0,0.007977800901838361,6.0,0.01632264546679523,2.0,0.03125,0.357421875,-0.3955078125,0.30221895106895574,5.0,2.1894426005893357,0.125,0.125,1.1412817061869922,1.1217098284121572
007_NAB_id_7_Traffic_tr_624_1st_2087_0,0.3907530935442234,0.8420914799238114,0.0772077131238754,0.6365408778228299,0.2136135761720159,0.9452838711365944,0.2272136110065907,0.3903736156123902,0.2208330390753641,0.2904759442334085,0.9068644845327576,0.2088427089278284,0.2796969918055065,0.2116518515693851,0.2877181599267561,0.3390333340871622,0.112665988576504,0.7599502031581927,0.2837327455453687,0.1519114215328946,0.03944047057569344,-0.2658863952704096,11.385953894193609,4.0,0.13606629023972933,-0.01785929036493522,0.9618768328445748,44.0,0.004115226337448559,4.0,0.17559104315354943,3.0,0.02702702702702703,-0.6123046875,0.123046875,0.6085726292039454,6.0,2.073650459271169,0.7916666666666666,0.4166666666666667,0.15339807878857423,0.8197841975490727
007_NAB_id_7_Traffic_tr_624_1st_2087_1,0.3907530935442234,0.8420914799238114,0.0772077131238754,0.6365408778228299,0.2136135761720159,0.9452838711365944,0.2272136110065907,0.3903736156123902,0.2208330390753641,0.2904759442334085,0.9068644845327576,0.2088427089278284,0.2796969918055065,0.2116518515693851,0.2877181599267561,0.3390333340871622,0.112665988576504,0.7599502031581927,0.2837327455453687,0.1519114215328946,-0.310586786635753,-0.060215642247295253,11.294130042018915,1.0,0.1523909240507399,0.10361468144002932,0.9599217986314761,27.0,0.017013232514177693,4.0,0.18089845237802368,3.0,0.023255813953488372,-0.10546875,0.177734375,0.6028380693175296,5.0,2.0707047728638877,0.7708333333333334,0.5833333333333334,0.17180584824320314,0.8184338331842869
007_NAB_id_7_Traffic_tr_624_1st_2087_2,0.3907530935442234,0.8420914799238114,0.0772077131238754,0.6365408778228299,0.2136135761720159,0.9452838711365944,0.2272136110065907,0.3903736156123902,0.2208330390753641,0.2904759442334085,0.9068644845327576,0.2088427089278284,0.2796969918055065,0.2116518515693851,0.2877181599267561,0.3390333340871622,0.112665988576504,0.7599502031581927,0.2837327455453687,0.1519114215328946,-0.5960215363229593,-0.14290643115446544,14.112010246453515,9.0,0.07480561997471086,0.017002875819106568,0.9423264907135875,30.0,0.013888888888888892,9.0,0.12938882731333098,8.0,0.023809523809523808,0.326171875,0.0810546875,0.6917492577366657,6.0,2.0368327684670486,0.7916666666666666,0.75,0.0981747704246875,0.7427971945827873
012_NAB_id_12_Synthetic_tr_1007_1st_2787_0,0.0882438620559187,0.2823858835466331,0.8665546651947077,0.9999944478405648,0.8706962380745924,0.1326288981988921,0.1262259033241994,0.0878891059260118,0.1855056925764786,0.2166823230548572,0.4934925703034141,0.1322246601150841,0.5295635970485614,0.1829437106770226,0.4883601418187521,0.8248240562141776,0.9976299153042888,0.140195062444606,0.1259464766294817,0.1562924079333672,-0.6056830453313502,-0.7311238655615879,41.6520648251472,120.0,0.7063864914252678,0.0035328337455543843,0.678396871945259,109.0,0.007407407407407408,287.0,0.43438633906824176,40.0,0.015151515151515152,-0.0703125,0.06298828125,0.9796747382701334,5.0,1.6441659275396816,0.875,0.75,0.024543692606171875,0.2172030057711931
012_NAB_id_12_Synthetic_tr_1007_1st_2787_1,0.0882438620559187,0.2823858835466331,0.8665546651947077,0.9999944478405648,0.8706962380745924,0.1326288981988921,0.1262259033241994,0.0878891059260118,0.1855056925764786,0.2166823230548572,0.4934925703034141,0.1322246601150841,0.5295635970485614,0.1829437106770226,0.4883601418187521,0.8248240562141776,0.9976299153042888,0.140195062444606,0.1259464766294817,0.1562924079333672,-0.7089371801756567,-0.8313176646713301,42.73027232274137,109.0,0.6839817053780186,-0.007035011489590571,0.6656891495601173,109.0,0.02551020408163265,287.0,0.4510877619322068,40.0,0.014492753623188406,-0.0263671875,0.0009765625,0.9782995323414327,6.0,1.7882634660345498,0.875,0.7291666666666666,0.024543692606171875,0.22825443326575784
012_NAB_id_12_Synthetic_tr_1007_1st_2787_2,0.0882438620559187,0.2823858835466331,0.8665546651947077,0.9999944478405648,0.8706962380745924,0.1326288981988921,0.1262259033241994,0.0878891059260118,0.1855056925764786,0.2166823230548572,0.4934925703034141,0.1322246601150841,0.5295635970485614,0.1829437106770226,0.4883601418187521,0.8248240562141776,0.9976299153042888,0.140195062444606,0.1259464766294817,0.1562924079333672,-0.5158840420279114,-0.6444542926717303,46.58841473397905,140.0,0.6464167904893129,-0.0005760313432169425,0.6666666666666666,109.0,0.005102040816326529,287.0,0.4820607388387242,40.0,0.013888888888888888,-0.0576171875,0.11669921875,0.9835368571973476,6.0,1.6594026706212985,0.8541666666666666,0.75,0.024543692606171875,0.20734767076862698
012_NAB_id_12_Synthetic_tr_1007_1st_2787_3,0.0882438620559187,0.2823858835466331,0.8665546651947077,0.9999944478405648,0.8706962380745924,0.1326288981988921,0.1262259033241994,0.0878891059260118,0.1855056925764786,0.2166823230548572,0.4934925703034141,0.1322246601150841,0.5295635970485614,0.1829437106770226,0.4883601418187521,0.8248240562141776,0.9976299153042888,0.140195062444606,0.1259464766294817,0.1562924079333672,-0.5120323002493816,-0.6419025473900448,46.74158670246445,120.0,0.6165435700775761,0.0021682113571006656,0.6392961876832844,109.0,0.005102040816326529,287.0,0.48354374810734546,40.0,0.013888888888888888,0.1923828125,-0.115234375,0.9824698380559264,6.0,1.6518699768243141,0.8541666666666666,0.7916666666666666,0.024543692606171875,0.20908584496342775
021_NAB_id_21_WebService_tr_500_1st_565_0,0.0940668034765309,0.1551622998597746,0.3136132779558103,0.2937700130994871,0.2869321382414462,0.1101384934239552,0.1086204880150774,0.0842982051430056,0.1307213783183275,0.1657703774050297,0.2575452583649755,0.1289120975496675,0.3912133630826302,0.1251105274278595,0.2444138991755646,0.2015600393349686,0.3715903004462803,0.1253285590716903,0.1125999940488676,0.114955050068726,-0.01277639343807524,-0.35551446987079005,3.837529428399437,11.0,0.24180931072639575,0.25347243686174725,0.9188660801564027,13.0,0.007935409457900808,23.0,0.15621878527770988,5.0,0.16666666666666666,-0.2021484375,0.03515625,0.8567879787032232,11.0,1.794334539118118,0.16666666666666666,0.125,0.26384469551634765,0.7148943240053078
021_NAB_id_21_WebService_tr_500_1st_565_1,0.0940668034765309,0.1551622998597746,0.3136132779558103,0.2937700130994871,0.2869321382414462,0.1101384934239552,0.1086204880150774,0.0842982051430056,0.1307213783183275,0.1657703774050297,0.2575452583649755,0.1289120975496675,0.3912133630826302,0.1251105274278595,0.2444138991755646,0.2015600393349686,0.3715903004462803,0.1253285590716903,0.1125999940488676,0.114955050068726,-0.18358779106273693,-0.49979791910208105,3.7848047751305733,12.0,0.23926748872949014,0.18076984279776642,0.9188660801564027,16.0,0.015236447520184545,23.0,0.16771164032013428,5.0,0.16666666666666666,0.1416015625,-0.15625,0.8510394695095311,15.0,1.7699646712977457,0.22916666666666666,0.8541666666666666,0.26384469551634765,0.7199741848345768
033_WSD_id_5_WebService_tr_4559_1st_12588_0,0.0010375231805467,0.0102407718298605,0.0034818899845556,0.0150711751716031,0.0164414682107341,0.0008802096884678,0.1076037810042247,0.0012489472047273,0.0726115891843872,0.0013600338149729,0.0024546869053034,0.1150856211852706,0.2036069436668595,0.092966970923432,0.2110929506954476,0.0013132480086419,0.0016732056234722,0.0008506902661302,0.0943506853357821,0.0384272524357584,-1.1143601650207575,-1.2896257749026954,170.25089440040176,1.0,1.0755452753726198,-0.001484230076080147,0.6813294232649071,388.0,0.0625,0.0,1.0512419243534707,28.0,0.004132231404958678,-0.560546875,0.2490234375,0.9917210630596147,5.0,1.4253624552947795,0.25,0.16666666666666666,0.006135923151542969,0.11152727628124173
033_WSD_id_5_WebService_tr_4559_1st_12588_1,0.0010375231805467,0.0102407718298605,0.0034818899845556,0.0150711751716031,0.0164414682107341,0.0008802096884678,0.1076037810042247,0.0012489472047273,0.0726115891843872,0.0013600338149729,0.0024546869053034,0.1150856211852706,0.2036069436668595,0.092966970923432,0.2110929506954476,0.0013132480086419,0.0016732056234722,0.0008506902661302,0.0943506853357821,0.0384272524357584,-0.4435008796201285,-0.18410490919722156,87.11511345362321,89.0,0.6650284238806761,-0.01741814878725874,0.8484848484848485,284.0,0.0625,29.0,0.6232772993308562,8.0,0.004310344827586207,0.60546875,-0.90234375,0.9579968193149607,5.0,1.6836646262099524,0.2916666666666667,0.1875,0.012271846303085938,0.27309666109928793
033_WSD_id_5_WebService_tr_4559_1st_12588_2,0.0010375231805467,0.0102407718298605,0.0034818899845556,0.0150711751716031,0.0164414682107341,0.0008802096884678,0.1076037810042247,0.0012489472047273,0.0726115891843872,0.0013600338149729,0.0024546869053034,0.1150856211852706,0.2036069436668595,0.092966970923432,0.2110929506954476,0.0013132480086419,0.0016732056234722,0.0008506902661302,0.0943506853357821,0.0384272524357584,0.7007520046814073,0.8680532583256739,211.73163399909382,4.0,0.9616986438810875,-0.0003611906204187641,0.6950146627565983,563.0,0.1111111111111111,0.0,1.0076211190144766,3.0,0.003257328990228013,0.4658203125,-0.5859375,0.9899094517357016,6.0,1.4539661884848496,0.2708333333333333,0.875,0.006135923151542969,0.12777062118059052
033_WSD_id_5_WebService_tr_4559_1st_12588_3,0.0010375231805467,0.0102407718298605,0.0034818899845556,0.0150711751716031,0.0164414682107341,0.0008802096884678,0.1076037810042247,0.0012489472047273,0.0726115891843872,0.0013600338149729,0.0024546869053034,0.1150856211852706,0.2036069436668595,0.092966970923432,0.2110929506954476,0.0013132480086419,0.0016732056234722,0.0008506902661302,0.0943506853357821,0.0384272524357584,0.8747454147557634,-1.3787597267479812,165.66066054300592,411.0,1.0090713547113557,-0.0014552541773931275,0.6490713587487781,389.0,0.0625,0.0,1.181860367626011,3.0,0.004291845493562232,-0.5546875,0.21435546875,0.9918170257309221,7.0,1.3890453670869318,0.20833333333333334,0.16666666666666666,0.006135923151542969,0.11459335023692531
033_WSD_id_5_WebService_tr_4559_1st_12588_4,0.0010375231805467,0.0102407718298605,0.0034818899845556,0.0150711751716031,0.0164414682107341,0.0008802096884678,0.1076037810042247,0.0012489472047273,0.0726115891843872,0.0013600338149729,0.0024546869053034,0.1150856211852706,0.2036069436668595,0.092966970923432,0.2110929506954476,0.0013132480086419,0.0016732056234722,0.0008506902661302,0.0943506853357821,0.0384272524357584,0.33264980359049057,0.5412410876614517,111.84118995851911,249.0,0.7674447034834164,-0.0060256240457330435,0.7575757575757576,259.0,0.04000000000000001,271.0,0.8365658004932665,3.0,0.005747126436781609,0.2255859375,0.83984375,0.9803992672881802,7.0,1.7097767612607202,0.125,0.8541666666666666,0.012271846303085938,0.1607452264194317
033_WSD_id_5_WebService_tr_4559_1st_12588_5,0.0010375231805467,0.0102407718298605,0.0034818899845556,0.0150711751716031,0.0164414682107341,0.0008802096884678,0.1076037810042247,0.0012489472047273,0.0726115891843872,0.0013600338149729,0.0024546869053034,0.1150856211852706,0.2036069436668595,0.092966970923432,0.2110929506954476,0.0013132480086419,0.0016732056234722,0.0008506902661302,0.0943506853357821,0.0384272524357584,0.9042438499209688,0.7245837561787303,162.2174525291027,326.0,0.8754462435397148,-0.003508351920531612,0.7438905180840665,391.0,0.07407407407407407,0.0,0.8529330619184785,3.0,0.0035335689045936395,0.3173828125,-0.82568359375,0.9824444224654563,6.0,1.5894226076965317,0.5208333333333334,0.2916666666666667,0.006135923151542969,0.14680915995692514
033_WSD_id_5_WebService_tr_4559_1st_12588_6,0.0010375231805467,0.0102407718298605,0.0034818899845556,0.0150711751716031,0.0164414682107341,0.0008802096884678,0.1076037810042247,0.0012489472047273,0.0726115891843872,0.0013600338149729,0.0024546869053034,0.1150856211852706,0.2036069436668595,0.092966970923432,0.2110929506954476,0.0013132480086419,0.0016732056234722,0.0008506902661302,0.0943506853357821,0.0384272524357584,1.2175083353857183,1.0559879544431747,155.51832457867525,9.0,1.0708217757432024,-0.0023556658266087696,0.6881720430107527,339.0,0.0625,0.0,1.2516749611706417,3.0,0.004545454545454545,0.5517578125,-0.14599609375,0.9910305613371642,6.0,1.4007880947299467,0.375,0.16666666666666666,0.006135923151542969,0.11660563852930435
